#nCoreSteinerNodes
312
#nCoreFacilityNodes
68
#nCustomers
39
#nCO
4
#nFTypes
2
#nFPerType
39 29
#nCoreEdges
560
#nAssEdgesPerType
39 99
#SteinerNodes
C_0 13.3290416191162 52.5112952337034
C_1 13.3286983422571 52.5108976521423
C_100 13.3310324213688 52.5118844529156
C_103 13.3296630867414 52.5105183426441
C_104 13.3292633112621 52.5106118455214
C_106 13.3297049003945 52.5106057688943
C_109 13.3289242177601 52.5107308444865
C_110 13.3288662509368 52.5106206448706
C_111 13.3287547490632 52.5106937551294
C_112 13.3288388586742 52.5107723080056
C_115 13.3289225807485 52.5108571103874
C_116 13.3292602146041 52.510738324352
C_120 13.3234721098607 52.5122485603908
C_121 13.3235928901393 52.5123050396092
C_122 13.3236121383255 52.5121885437118
C_125 13.3233447777468 52.5123956373635
C_126 13.323432278551 52.5124317978105
C_128 13.3288068713639 52.5108963418014
C_129 13.3287665286361 52.5107692581986
C_132 13.3306272510309 52.5125955979548
C_133 13.3308406895613 52.512432527888
C_134 13.3307733104387 52.512317472112
C_135 13.3305305489691 52.5125038020452
C_138 13.3312204242311 52.5122694883213
C_140 13.3302893660233 52.5128740939712
C_144 13.3297874053783 52.5134485711947
C_145 13.3298140091973 52.5133890979328
C_148 13.324888047425 52.5153598481416
C_149 13.3245749730535 52.5153772925234
C_15 13.3261959779164 52.5092343194156
C_150 13.3245275122088 52.5154909664022
C_151 13.324877352575 52.5154927518584
C_154 13.3256126727118 52.5154571268464
C_155 13.3251504960751 52.5154007025949
C_156 13.3251782352462 52.5155232433552
C_157 13.3256959272882 52.5155612731536
C_16 13.3261169994543 52.5092250928476
C_160 13.3250850024433 52.5155004703129
C_162 13.3256434684554 52.515229696795
C_163 13.3257293315446 52.515331703205
C_165 13.3282978373559 52.5081300298374
C_166 13.3273827655213 52.5084896398665
C_167 13.3274376344787 52.5086111601335
C_168 13.3282589626441 52.5082575701626
C_17 13.3260464563287 52.5092886499204
C_171 13.3224978367196 52.5132867280735
C_172 13.3226311632804 52.5132880719265
C_174 13.3300679520087 52.5119225447903
C_175 13.3301590839615 52.5118986104004
C_176 13.3297623018202 52.5112854184552
C_179 13.3225186591415 52.5132316371752
C_18 13.3261066220836 52.5093332805844
C_180 13.3226185408585 52.5133199628248
C_182 13.3295847284841 52.5112343070158
C_183 13.3296624925775 52.5111347560202
C_186 13.3295439624334 52.511149131532
C_189 13.3264972506661 52.5135355071934
C_190 13.3266608100217 52.5137127331131
C_191 13.3267919899783 52.5136888668869
C_192 13.3266289493339 52.5135146928066
C_195 13.3265695491016 52.5133569647076
C_196 13.3266752508984 52.5134382352924
C_198 13.3268342774244 52.508760326578
C_199 13.3268933225756 52.508879873422
C_2 13.3286145463442 52.5109413474201
C_201 13.3266425347408 52.5133420929399
C_202 13.3267329617981 52.5133882714132
C_204 13.3266707218697 52.5132710299074
C_205 13.3267564926562 52.5132815961692
C_21 13.3267147583325 52.5099491510959
C_212 13.3264535430961 52.5131992491355
C_215 13.3266949666882 52.5156696808436
C_216 13.3268885301406 52.5155642293921
C_218 13.3266826333118 52.5155369191564
C_22 13.3265834416675 52.5099260489041
C_221 13.3244798560333 52.5168578555362
C_222 13.323691474614 52.5158651729205
C_223 13.323589125386 52.5159506270795
C_224 13.3244421439667 52.5169857444638
C_227 13.3296032534506 52.510238570563
C_228 13.3295559465494 52.510363229437
C_231 13.3260224255142 52.5161453406659
C_232 13.3261236585262 52.5161498767238
C_233 13.3261806956282 52.5160772858113
C_237 13.3234617952249 52.5156596618848
C_238 13.3233511906746 52.5156743115214
C_24 13.3270745666337 52.5108398850331
C_240 13.3300302385397 52.5108763938069
C_241 13.3299033614603 52.5108354061931
C_244 13.3234305482825 52.5155706982443
C_246 13.3287705957119 52.5104973720948
C_247 13.3287041368414 52.5104209863239
C_248 13.3286191631065 52.5104619191527
C_249 13.3286924740962 52.5105966405394
C_252 13.3288109448416 52.5105830050051
C_254 13.3224430128802 52.5117748627151
C_255 13.322377656754 52.5119284679819
C_256 13.322503543246 52.5118845320181
C_257 13.3225439871198 52.5118619372849
C_26 13.3263148737989 52.5100511601813
C_260 13.3233786134129 52.5145312561059
C_261 13.3233366960441 52.5144137424201
C_264 13.3240545211816 52.5139437222778
C_265 13.3234166746544 52.5139075660533
C_266 13.3234995253456 52.5140120339467
C_267 13.3240976788184 52.5140698777222
C_27 13.3269900443702 52.5108844818741
C_270 13.3243782716162 52.5145312343142
C_271 13.3243916862554 52.5144370054152
C_272 13.3234309588799 52.5144218540826
C_275 13.3234770920248 52.5119966270891
C_276 13.3235879079752 52.5120707729109
C_278 13.3256453648564 52.5132807255663
C_279 13.3256540351436 52.5131476744337
C_281 13.3286207742764 52.5103355395063
C_282 13.3271304138372 52.5108139349742
C_283 13.3271679861628 52.5109418650258
C_286 13.3271155250692 52.5109289731436
C_288 13.3284688368823 52.5083588079642
C_289 13.3283615631177 52.5084379920358
C_291 13.3254788909825 52.5113475341316
C_292 13.3255506434323 52.5114535240685
C_293 13.3270300254103 52.5109655066193
C_296 13.329686181032 52.51002215772
C_298 13.3254565448134 52.5114621511335
C_3 13.3290033808838 52.5114229662966
C_30 13.3299791790788 52.510425647873
C_302 13.3242107438014 52.5138012416346
C_303 13.3242678793537 52.5138978227057
C_305 13.3265047020643 52.5101087158104
C_306 13.3264518979357 52.5099862841896
C_308 13.3260217189029 52.5091619182826
C_309 13.3258971063387 52.5092194420866
C_31 13.329749283811 52.5104800969353
C_310 13.3259636936613 52.5093349579134
C_314 13.3271445045922 52.5111811900498
C_315 13.3272174954078 52.5110696099502
C_318 13.3257536481098 52.5093205106977
C_319 13.3233397905389 52.511036052592
C_32 13.3297887602132 52.5105627265949
C_320 13.3234208094611 52.5111419474079
C_321 13.3258307518902 52.5094292893023
C_324 13.3243332985229 52.5138093910442
C_325 13.3243934242708 52.5132384243771
C_326 13.3242749607111 52.5132578394106
C_329 13.3243022325172 52.5131586647403
C_330 13.3238552766737 52.5130308294173
C_331 13.3238051233263 52.5131543705827
C_334 13.3249444087433 52.5142899131891
C_335 13.3245810026858 52.5140604104625
